Spearman_ρ_YL_Active_Fe	p-value_YL_Active_Fe	adjust_p_value_YL_Active_Fe	Spearman_ρ_Available_Fe	p-value_Available_Fe	adjust_p_value_Available_Fe	lm.R2_YL_Active_Fe	lm.adj.R2_YL_Active_Fe	lm.p.value_YL_Active_Fe	intercept_YL_Active_Fe	slope_YL_Active_Fe	lm.R2_Available_Fe	lm.adj.R2_Available_Fe	lm.p.value_Available_Fe	intercept_Available_Fe	slope_Available_Fe
Pelagibacterium	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Pelomonas	0.0602583465453936	0.779708182169038	0.9087127673692	0.0753393202010116	0.726428412190634	0.86871617028187	0.0110352408990259	-0.033917702696473	0.62518572285111	-0.00101338309976943	0.000209874777582778	0.00876403844672239	-0.0362921416238811	0.663490089836497	-0.00344185572973908	0.0010328318400669
Peredibacter	-0.05235272752927	0.808044411196002	0.926222752870006	-0.0143696879821804	0.946866746158777	0.979678960134576	0.00684301326598879	-0.0383004861310117	0.70076977312378	0.0189823716267376	-0.000609435532790582	0.00188376776006465	-0.0434851518872053	0.840408451321636	0.0207562329109812	-0.00176573653007073
Phaeodactylibacter	0.198289371566393	0.352978817745597	0.719304585665	-0.0604058408452805	0.779181975716404	0.901378411022482	0.0642154040877017	0.0216797406371427	0.232169127263738	-0.00126177012083284	0.000236056739470574	0.00529558775943721	-0.0399182491605883	0.735423753967583	0.00257966589494398	-0.000374336366126523
Phaselicystis	0.308217485652799	0.142840920296057	0.481512134546385	0.131493691300946	0.540230323009276	0.76508896273069	0.0753185084442338	0.0332875315553354	0.194355719218051	0.00370562513189857	0.00424730825420946	0.012212937165915	-0.0326864747810889	0.607200040935799	0.00358717182531621	0.00944454692153331
Phenylobacterium	0.00784143799740311	0.970991542388891	0.991132143418413	-0.0962963785692851	0.654432694535172	0.846499811367033	0.0540085743192311	0.0110089640610144	0.274490260632286	0.0753195703581302	0.00674776592721844	0.000255428056218571	-0.045187507032135	0.940914276279038	0.128373452748655	0.00256254259255158
Phreatobacter	-0.200611349940318	0.347253744571318	0.719304585665	-0.323319556871799	0.123289832356764	0.420123504824406	0.0380485662117913	-0.00567649896040012	0.361031749247335	0.00388594095538445	-0.000280757432379497	0.196781171015253	0.160271224243219	0.0299088587791865	0.0163098918394931	-0.00352583533175675
Phycicoccus	0.417396163460419	0.0424216304292844	0.324259632339527	0.510907502871622	0.0107320007932247	0.170752352721552	0.282001124626029	0.24936481210903	0.00758402221873656	-0.0427732001963995	0.00917202171320747	0.279100572606629	0.246332416816021	0.00796046529418155	-0.171372809605253	0.0503881204470284
Phyllobacterium	0.119531069451341	0.577991564732027	0.833781815208244	-0.0802091763975879	0.709470325273634	0.867130397556664	0.0273644139469836	-0.0168462945099717	0.439829282755557	-0.00136438409831185	0.00029840511850611	0.00767501029661304	-0.037430671053541	0.683965197675321	0.00520112745113518	-0.000872691642676606
Piscinibacter	-0.116203578877152	0.588696238706053	0.838292683714924	-0.0984784272029232	0.647092720430902	0.843168935121666	0.00172650836264728	-0.0436495594390505	0.847135246960072	0.013349757293607	0.00039652742512448	0.00190857097146241	-0.0434592212571074	0.839374459998009	0.0269634932813614	-0.0023022431256598
Pla4_lineage	0.118018017939298	0.582848553793202	0.838178998230132	0.137717642493972	0.521049619661023	0.752760625639312	0.0344713632779326	-0.0094163020276159	0.385066398143186	-0.00176483028163264	0.00036638149105081	0.0250911417945368	-0.0192228972148025	0.4597442672599	-0.0056751693681485	0.00172612661722152
Planifilum	-0.396263540321879	0.0552413132965839	0.376481559097371	-0.436256818831764	0.0330714309590186	0.243950437780055	0.166363686243356	0.128471126527145	0.0478703481125397	0.0111713996142482	-0.000997127048462785	0.182658707617509	0.145506830691032	0.0372404448453835	0.0264004559587249	-0.00576965122884533
Planktothrix_NIVA-CYA_15	0.454731857486435	0.025580092359276	0.256847343591668	0.740611481710618	3.49549135327449e-05	0.0109583653925155	0.086918689819622	0.0454149939023322	0.161955220919617	-0.154905207389262	0.0238766298855183	0.256945290137503	0.223170076052843	0.0114727472901297	-0.898448007533626	0.226696551396273
PLTA13	-0.551611969129565	0.00520207445613901	0.122129600531879	-0.41167526048271	0.0456342913087831	0.294976295367082	0.310855461537983	0.279530709789709	0.00464565636099427	0.412747219350881	-0.0200317351007007	0.176658656842018	0.139234050334837	0.0408563004191512	0.57953661877859	-0.0833901817789148
Polycyclovorans	-0.329125070339379	0.116317088208242	0.456437174352107	0.0052253440277685	0.980667265100096	0.990328983972481	0.0486416850879194	0.0053981253191886	0.30038593878132	0.124751735103427	-0.00423408076912523	0.00448606633341727	-0.0407645670150636	0.755833175081382	0.054196189037492	0.00710061260421243
Pontibacter	-0.287143796221808	0.173680989866314	0.522857222914475	-0.343994778067885	0.0997769570242371	0.391000950338729	0.0416590169821044	-0.00190193679143635	0.338743065363829	0.672279625977623	-0.0156175037629262	0.13234834020731	0.0929096283985511	0.0805430466590314	1.18189316094335	-0.153717920603659
possible_genus_04	0.211659052712036	0.320774474625783	0.693390864849383	0.234070473007419	0.270951887858168	0.557774179289692	0.0404074329905724	-0.00321041096440156	0.346261688598232	-0.00432160490801887	0.00109965678263137	0.085044010699217	0.043455102094636	0.166768984052535	-0.0315863877644143	0.00880960699083402
Promicromonospora	0.578237337602295	0.003079383633951	0.116145920806219	0.379190284083733	0.067637759889978	0.342007060088841	0.308570796625103	0.277142196471699	0.0048322297800994	-0.0334264470478515	0.0178233190587125	0.161171508057369	0.123042940241795	0.0518404851985559	-0.168712288133519	0.0711317423147505
Prosthecobacter	-0.0219690660084977	0.918842028779479	0.969948554195904	0.111578304519787	0.60371547765825	0.81537805678377	0.022328495806114	-0.0221111180208808	0.48587162675774	-0.000938593695549929	0.000794612325588385	0.113218164404248	0.0729098991498961	0.107903672530551	-0.0356812652584415	0.00988079205497443
Prosthecomicrobium	0.148856704799792	0.487557393094472	0.802358229580666	0.0904787544455827	0.674152889698053	0.851256791666585	0.0501903279634214	0.00701716105266781	0.292621013944246	-0.00135750740843693	0.000349212979243471	0.0194268192239664	-0.0251446889931259	0.51598207557455	-0.0031782628308071	0.00119974611013264
Pseudarthrobacter	0.570558830622037	0.00359809565712319	0.116145920806219	0.405828659531101	0.0491112748245429	0.298958925388237	0.355046475902589	0.325730406625434	0.00212310721782175	-2.80147138388402	1.02146671261841	0.163839702328079	0.125832416070265	0.0497616505001438	-9.50708457812983	3.83176910540518
Pseudoflavitalea	0.147162708589217	0.492580030233871	0.805301179953681	0.0873559197881069	0.68482599575834	0.854925502412308	0.089851610032206	0.0484812286700336	0.154719803874307	0.00685054011944421	0.00463727832850953	0.0374773796278711	-0.00627364857086188	0.364732235511008	-0.0199237685598599	0.0165383805618785
Pseudolabrys	-0.0736029861324082	0.732505526823863	0.898647284671265	0.00259221827343078	0.990408649257835	0.991990771700739	0.0152210643071721	-0.0295416145879563	0.565736898027157	0.0260599826707811	-0.00125236192693606	0.0251621809865394	-0.019148628968618	0.459101430589357	0.0522276879737888	-0.0088917988124199
Pseudomonas	0.479773814702044	0.0176675746356549	0.217348674665805	0.812703956579299	1.40083693519135e-06	0.000878324758364976	0.265401879875768	0.232011056233758	0.00998805200586919	-0.087308531359838	0.044965389817176	0.573335693195906	0.553941861068447	1.8404200760913e-05	-1.22240150966968	0.364954729706009
Pseudonocardia	-0.457181092794453	0.0246988831415449	0.256847343591668	-0.23474316418228	0.269537406073091	0.557755622468079	0.0864334482575065	0.044907695905575	0.163186754110633	0.419761099219631	-0.0252799455678127	0.0010566823437113	-0.0443498320952109	0.880143352987358	0.245967913903654	-0.0154353179961783
Pseudorhodoferax	0.258376279183259	0.22282915590439	0.592007969288358	0.19757219852541	0.354758234068789	0.608312132543323	0.0788709003296009	0.0370013957991282	0.183742357633683	-0.00847074123706509	0.00460311492277068	0.0975234175607829	0.0565017547226366	0.137367480665659	-0.0857512909430013	0.0282654572624864
Pseudorhodoplanes	-0.186705608287564	0.382359755403289	0.730257818243525	-0.231699510844176	0.275975002373339	0.557774179289692	0.0351530128851082	-0.00870366834738689	0.380323866089547	0.0599838881323605	-0.00276673033256335	0.115243860849093	0.0750276727058703	0.104606853408793	0.152110026189152	-0.0276632113932586
Pseudoxanthomonas	0.468566467471041	0.0209176747972133	0.242877446256532	0.468233246301131	0.021021247415039	0.217219112869259	0.22839917272829	0.193326407852303	0.0181771905033832	-0.0876994869812915	0.0438730386214851	0.239847093541728	0.205294688702716	0.0151341315496064	-0.733846601573449	0.248270902086893
Puia	-0.324690099267748	0.121617036745332	0.456437174352107	-0.2367048062228	0.265439567489774	0.5510947311791	0.103918946255183	0.0631879892667817	0.124465200745423	0.108715337801921	-0.00372901205139074	0.0742117284469082	0.0321304433763131	0.197798649343286	0.14780096598764	-0.0174016662177109
Quadrisphaera	-0.00378262878010572	0.986004418677739	0.991856092679723	-0.0544817047228899	0.800388841520442	0.907493315792617	0.00133452620671756	-0.0440593589657043	0.86542876873868	0.000841521096478336	6.59001538217216e-05	0.00349066609814909	-0.0418052127155715	0.783908807481678	0.00398526282085426	-0.000588552447515249
R7C24	-0.0776192812458247	0.718472923918202	0.890281666594294	-0.00474838947102882	0.982431623653721	0.990328983972481	0.000338806586181198	-0.0451003385689923	0.931969517117914	0.0158086051585197	-0.000146082245734667	0.0200012322107001	-0.0245441663251771	0.509779563926187	0.0409453193494999	-0.0061980921902367
Ramlibacter	-0.225315354501957	0.289792094837913	0.655074088068645	-0.384598660394058	0.0635007591215404	0.342007060088841	0.0713829829421658	0.029173118530446	0.206908845627724	0.989292989726202	-0.0238836426375624	0.17423964652134	0.136705084999583	0.0424085028759682	1.64444405431356	-0.206055803102917
RB41	-0.508371397101495	0.0111957568632948	0.194992765369051	-0.119182264428212	0.579109678638424	0.799783631071128	0.264941045756928	0.231529275109515	0.0100640549100356	1.79547964976767	-0.092521499364878	0.0125537387113381	-0.0323301822563284	0.60219777351443	1.3935887402143	-0.111214835210338
RBG-13-54-9	-0.181561884839378	0.395839733101014	0.740384029504408	-0.0340912347046837	0.874344874130738	0.94194885924394	0.0544870932565396	0.0115092338591096	0.27231419698537	0.045391182139297	-0.00184699408661998	0.00269208981884744	-0.0426400879166595	0.809727356600077	0.0375691450852705	-0.00226710481233433
RCP2-54	-0.180897427123236	0.397600288423164	0.740384029504408	-0.231867136215253	0.275617944846714	0.557774179289692	0.0605139920580664	0.0178100826061603	0.246575049478629	0.00599768129628394	-0.000451807594658907	0.158492749097822	0.120242419511359	0.05401308766153	0.0189893237334064	-0.00403774106908249
Reyranella	-0.156701086320553	0.464638614242494	0.800983008103616	-0.251693119643161	0.23545097350287	0.522494054531346	0.0200512447115469	-0.0244918805288372	0.509245477664642	0.0974438620410265	-0.00264405516269393	0.103814907626291	0.0630792216093038	0.124664666815427	0.214524815073166	-0.0332229234013315
Rhizobacter	0.501724908503149	0.0124901149620014	0.203199109577097	0.249786774197399	0.239135789625873	0.524259231102876	0.314191651237291	0.28301854447535	0.00438526607162735	-0.0998996037109822	0.0139049119357119	0.123291618241826	0.0834412372528186	0.0924911192179226	-0.173805030208569	0.0481000845540769
Rhizocola	-0.344734476913865	0.0990023744435451	0.45496736974233	-0.531362170383064	0.00754042281402818	0.154775999555027	0.151460221782882	0.112890231863922	0.0601516049284705	0.0252251543434696	-0.0018342700889602	0.35949431840787	0.330380423790046	0.001957447264869	0.0745995851742812	-0.0156051571489359
Rhodobacter	0.230367566529788	0.27882258835313	0.646840102137752	0.345844725419092	0.0978481531064594	0.388296151884494	0.0626311840834524	0.0200235106327002	0.238213250718093	0.0188332055853413	0.00682687737412827	0.159946488324102	0.121762237793379	0.0528231869981791	-0.174195949715904	0.0602451772669806
Rhodococcus	0.151573872546495	0.479555121659966	0.800983008103616	0.279957074760296	0.185182265750705	0.4847745824445	0.0910693241177748	0.0497542933958555	0.151817597466734	-0.215656795469976	0.0358968668764076	0.237492377519117	0.202832940133622	0.0157175513499289	-1.2449026387617	0.32011311418461
Rhodocytophaga	0.367997570022227	0.0768506883157981	0.44616094050005	0.293502660268033	0.163926624253668	0.459996610040304	0.126971787235802	0.0872886866556111	0.0874344824385591	0.0251543272737529	0.00397049963337969	0.0376503739186665	-0.00609279090321224	0.363606194663794	0.0117335448343337	0.0119394502927616
Rhodomicrobium	0.0602583465453936	0.779708182169038	0.9087127673692	0.0753393202010116	0.726428412190634	0.86871617028187	0.0110352408990259	-0.033917702696473	0.62518572285111	-0.000506691549884711	0.000104937388791388	0.00876403844672239	-0.0362921416238811	0.663490089836497	-0.00172092786486953	0.000516415920033446
Rhodoplanes	-0.116321462784278	0.58831555120264	0.838292683714924	-0.195132770581855	0.360850136319835	0.609846456799291	0.0322724467087693	-0.0117151693499229	0.400929745469056	0.0513200917724322	-0.00242040209890469	0.135395380733566	0.0960951707669101	0.076882173511173	0.145506135352121	-0.0273767342145388
Rhodothermaceae	-0.687800608960286	0.000203824921270551	0.0319495564091588	-0.320549512174324	0.126721646832235	0.421560453336255	0.382667408346117	0.354606835998213	0.00127186189591822	0.134053575176411	-0.00755919952211017	0.128939390290555	0.0893457262128526	0.0848462718755323	0.166022887191213	-0.0242307032087608
Rokubacteriales	-0.443864271791217	0.0297998194465483	0.282396444343027	-0.300979332481119	0.152956447414884	0.439925195087764	0.158471700582911	0.120220414245771	0.0540305078182346	0.600652343494042	-0.0271603536986226	0.0330929247275643	-0.0108573968757282	0.394906934795961	0.636256613885487	-0.0685386078536616
Romboutsia	-0.336939157718147	0.107392616781284	0.45496736974233	-0.443018198911947	0.0301503518307269	0.23812184453141	0.0824575987620258	0.0407511259784815	0.173664533833871	0.0159764493598262	-0.00127168581932659	0.0743024954934209	0.0322253361976674	0.197513776523603	0.0324368474929217	-0.00666613842507262
Roseimicrobium	0.274390478129985	0.194443154388511	0.56315228468863	0.380309526350694	0.0667651598384816	0.342007060088841	0.0331720289729931	-0.01077469698278	0.394332910033688	0.0559675839877626	0.00729306394653696	0.101855327018907	0.0610305691561296	0.12848431386126	-0.176822975906883	0.0705706338665818
Roseisolibacter	-0.205196785115134	0.336110477177703	0.707185467081946	-0.542579730097507	0.00615603485371589	0.154775999555027	0.039508588098521	-0.00415011244245522	0.351795000510585	0.0909336401942599	-0.00329767303410566	0.254037040846105	0.220129633611837	0.0120297596531088	0.257242764729279	-0.0461762330935376
Roseomonas	0.193978782818339	0.363753076115392	0.719473749919088	-0.104976483030658	0.625425070140876	0.827680122422713	0.0467696159405751	0.00344096211969225	0.310112921477948	0.0238164471911789	0.00339005870225085	0.00137169675383	-0.0440204988482686	0.863584390188776	0.0696986057200666	-0.00320599258218878
RS25G	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Rubellimicrobium	-0.484453153439748	0.0164384130331004	0.217348674665805	-0.329273628365534	0.116142526085026	0.414887857205456	0.288553465736226	0.256214986906055	0.00679423747377451	1.43752020358602	-0.0468045209508848	0.109370926409938	0.0688877867012987	0.114461384350099	1.67437738003336	-0.159123287782401
Rubrobacter	-0.199346493761368	0.35036552825122	0.719304585665	-0.360603329829047	0.0834389489928341	0.371037028500049	0.0107209192862442	-0.03424631165529	0.630183736950094	0.0592319298756448	-0.00157952528901388	0.114636081861028	0.0743922674001658	0.10558505227566	0.166296407542093	-0.0285219607819202
Rufibacter	0.0482000706339824	0.823025603573045	0.936722969534215	0.31848186066069	0.129327943436221	0.423711858650877	0.0012887876999258	-0.0441071764955321	0.86773485947077	0.00585392568459848	0.000155960466006916	0.0510230246933379	0.0078877076339442	0.288546834429213	-0.0158549858813305	0.0054189491303999
S0134_terrestrial_group	-0.43136829386958	0.0353202561682546	0.303367131746516	-0.530461270670148	0.00766202577803234	0.154775999555027	0.236960662324637	0.202277056066666	0.0158522125198449	0.575317865112991	-0.0278396950665118	0.258452924434647	0.224746239181677	0.0111936621907134	0.998232542266829	-0.160555509428791
S085	-0.481948673336233	0.0170872954573899	0.217348674665805	-0.581683720528117	0.00286803595801396	0.124413395846304	0.20471395496364	0.168564589280169	0.0264224308476688	0.493155456923942	-0.0200555451349377	0.31865696732028	0.287686829471201	0.00405803073452957	0.894153856754079	-0.138175357576909
Saccharimonadales	-0.675076120052197	0.000295700049059537	0.0339621685883537	-0.507722439683106	0.0113170456366187	0.170752352721552	0.460744062640503	0.436232429124162	0.000265826411458523	5.56869791215829	-0.406486904437109	0.282219696407073	0.249593318971031	0.00755634329317219	9.22972699623658	-1.75678448060573
Saccharothrix	-0.45973025698199	0.0238078384959141	0.256847343591668	-0.308948465641813	0.141846575607411	0.429906830125973	0.109469261606081	0.0689905916790849	0.114288769819262	0.190245990413027	-0.0104416268731992	0.0795138174408275	0.0376735364154106	0.181890135194084	0.301467230023205	-0.0491418518955378
Salinispora	-0.151674598357026	0.479259763349191	0.800983008103616	-0.224714783780085	0.291113782919961	0.568439106951866	0.00420428402787476	-0.0410591576072219	0.76340580244346	0.00434860413445862	-0.000174926466957552	0.0298042112174227	-0.0142955973636034	0.419845534330024	0.0136946383305613	-0.00257191409184712
Sandaracinobacter	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	0
Sandaracinus	0.25378294310062	0.231454661967524	0.594762594482121	0.139950458366403	0.514249092371716	0.751594827312508	0.0900233306190306	0.0486607547380774	0.154306991722231	0.025682837287499	0.00244616608807641	0.011231006259375	-0.0337130389106535	0.622116711757515	0.0284741600013753	0.00477118084831516
SAR202_clade	-0.0889316148984336	0.67943317681624	0.876013114981557	-0.334680930444182	0.109918180581393	0.414887857205456	0.00980782017407918	-0.0352009152725534	0.645227465521133	0.00882199668251527	-0.000311479233189476	0.0575741109108556	0.0147365704977127	0.25875653526161	0.0236998129446556	-0.00416739446629612
SAR324_clade(Marine_group_B)	-0.0877462258188895	0.683488767926848	0.876013114981557	-0.0913024567937312	0.671347704749159	0.851256791666585	0.00142699163700878	-0.0439626905613091	0.860887578194884	0.0181713954713029	-0.000292059349876112	6.83963133194518e-06	-0.0454473949308802	0.990323364600331	0.0149226846510259	0.00011165672560718
SBR1031	0.151772127962722	0.478973865278124	0.800983008103616	0.22401046051288	0.292668594914859	0.568439106951866	0.000152706118675292	-0.0452948981486576	0.954299061137754	1.5870994260987	0.00308047476447133	0.00209014748320245	-0.043269391267561	0.832008566082019	1.34701991705357	0.0629341024435557
SC-I-84	-0.53854575588528	0.00662707787093514	0.134037994357301	-0.566107937563261	0.00393122580857957	0.128814539932917	0.244619874959358	0.210284414730238	0.0140139489274201	0.269972500419743	-0.0134856343781154	0.23711352764866	0.202436869814509	0.0158133864808166	0.455768358858777	-0.0733182039964334
Segetibacter	-0.121268275219651	0.572436975644727	0.833781815208244	-0.265373947807053	0.210104685113964	0.496329080433172	0.000562682841855245	-0.0448662861198785	0.912393632030072	0.00180154748373924	-3.52868861306052e-05	0.0361989944333339	-0.00761014218333256	0.373199061822521	0.00815477595859358	-0.00156292412238016
Sericytochromatia	-0.172286277733085	0.420810407689166	0.75841339868067	-0.212358572671889	0.319140334114172	0.586806420790575	0.0199050024144093	-0.0246447702031176	0.510809857660281	0.334395572432578	-0.00808855693829956	0.0516852238033113	0.00858000670346182	0.285355775866592	0.565648124060907	-0.07197493333915
Shinella	0.551033849758755	0.00525916940089432	0.122129600531879	0.379190284083733	0.067637759889978	0.342007060088841	0.221779551626226	0.186405894881964	0.0201934008606756	-0.0500075138452695	0.0283313737368769	0.220734516984447	0.185313358665558	0.0205305451676544	-0.449110387245442	0.156081039547137
Singulisphaera	0.178126947485227	0.404988127322064	0.740384029504408	0.447090841206814	0.0284928061537507	0.22961610871096	0.0121961632793429	-0.0327040111170505	0.60744848635431	0.017596124813039	0.00141759216522591	0.15772797155019	0.119442879347926	0.0546495856123379	-0.0894196099675242	0.0281515420716208
Skermanella	-0.218300985168897	0.305463292754711	0.674385509004238	-0.279581933459998	0.185796657640752	0.4847745824445	0.140384006541982	0.10131055229389	0.0712439600747066	0.280042955666021	-0.00960004629560462	0.104028470288831	0.0633024916655963	0.124255575688017	0.3842426034945	-0.0456350738986628
SM1A02	-0.119384568086177	0.578461067967442	0.833781815208244	-0.238821082030941	0.261063684682292	0.545623100985989	0.0085520018797605	-0.0365138162166141	0.667354947830856	0.01488699885507	-0.000486938489845132	0.0113060667061786	-0.0336345666253586	0.6209486936567	0.0234972759808767	-0.00309174824885195
SM2D12	-0.357146075088905	0.0866613592631368	0.45496736974233	-0.148111385639831	0.489764064446008	0.738178049056844	0.134384081867229	0.0950379037702845	0.0780783554955905	0.0507480776251974	-0.00364840196698177	0.176924346205196	0.13951181648725	0.0406892182313839	0.115055185481042	-0.0231169592640897
Solibacillus	0.349541419049588	0.0940770399900002	0.45496736974233	-0.0981552852863598	0.64817771408077	0.843168935121666	0.133555599998439	0.0941717636347318	0.0790721593301558	-0.0135332123765341	0.00266318559640334	9.50227895328625e-05	-0.0453552034473066	0.963942611076879	0.0134123779523769	-0.000392276607525055
Solirubrobacter	-0.671746009965161	0.000324996828596686	0.0339621685883537	-0.438928898332554	0.0318912596001107	0.239031402266401	0.308866838388767	0.277451694679165	0.00480766532671994	0.682869857439586	-0.0299257738693113	0.112298161823798	0.0719480782703342	0.109435914290922	0.825345365858646	-0.099644702162606
Solirubrobacteraceae	-0.557320004485054	0.00466572916409489	0.119541596814118	-0.362706701479547	0.0815230945923824	0.368356745598563	0.145580787013712	0.106743550059789	0.0658077511477795	0.445112260056442	-0.0257876020285005	0.0392372133644062	-0.00443382239175705	0.353488199919157	0.516807856333998	-0.0739292238807294
Sorangium	0.295996369157224	0.160208217047395	0.494830305855746	0.17377479696037	0.416746349446126	0.664885397207941	0.107214064581673	0.0666328856990221	0.118315803378353	-0.006212733428757	0.000912489387101443	0.0269848084522268	-0.0172431547999445	0.443063666928873	-0.00837304144230654	0.00252795740767466
Sphingoaurantiacus	-0.049083998550381	0.819831516714508	0.936619753022118	-0.245036988419962	0.248480499141776	0.528773140612096	0.00157398216390783	-0.0438090186468236	0.853969702424583	0.037132488404645	0.000414836475076043	0.0584870928763545	0.0156910516434616	0.25490000106068	0.100823268965355	-0.0139641720358541
Sphingobacterium	0.393469849416208	0.057139074989924	0.385227957190133	0.377505803538151	0.0689674435315995	0.342774011076759	0.101033600183601	0.0601714911010371	0.130122088225913	-0.0283851508230154	0.0064702598364182	0.0978918203567327	0.0568869031002206	0.13658761413101	-0.117496083786395	0.0351698204077267
Sphingobium	0.427086941390587	0.0373878600992917	0.311021532831961	0.66889207217832	0.000352078075995028	0.0367526709636258	0.12023436068636	0.080245013444831	0.0969162261810896	-0.132553949089414	0.0265194190281308	0.203209247636602	0.166991486165539	0.0270522487794263	-0.695634203489164	0.190383620431348
Sphingomonas	-0.60461070030448	0.00175100767799617	0.0998074376457819	-0.67152492343691	0.000327028057434518	0.0367526709636258	0.401668496992949	0.374471610492629	0.000883745978769973	5.95504507820571	-0.270763207548589	0.503690233412312	0.481130698567417	0.000102705432524908	10.5509923553948	-1.6743477800521
Sphingopyxis	0.328990548635633	0.116475322293131	0.456437174352107	0.0961908312679863	0.654788530323782	0.846499811367033	0.177655111783283	0.140275798682524	0.0402330809168988	-0.0304752539596622	0.00679361382167371	0.0387310197669426	-0.00496302478910549	0.356675114111666	-0.0409772584793157	0.0175165917786445
Spirillospora	0.0683390280243335	0.751023395991952	0.907305721169468	0.0924787999933668	0.66734895236668	0.851256791666585	0.00626845616899758	-0.0389011594596842	0.713065651483727	0.00153083461446677	0.000457021185856791	3.53149420162263e-05	-0.0454176252878922	0.97801400830474	0.00505623052813889	0.000189427673724054
Spirochaeta	0.0541625814282366	0.801535256582767	0.923396026764546	-0.0677765863503343	0.753010097645414	0.891096205733232	0.00863530798769334	-0.0364267234674116	0.665829862298545	0.00390968897427901	0.000335114972230311	0.003871964727157	-0.0414065823306995	0.772699272976541	0.0123916811301472	-0.001239163900331
Sporacetigenium	0.0970797065460241	0.651794115795551	0.873889032114534	0.015180955238075	0.943871493720332	0.979557790042253	0.000295483472580872	-0.0451456309150291	0.936458581733816	0.00585227608656625	-7.57634635777146e-05	0.0032311318855047	-0.0420765439378814	0.791918553905109	0.011053691085551	-0.00138349854559181
Sporichthya	-0.320252525008935	0.127093645471303	0.456437174352107	-0.101166029404406	0.638095910751515	0.83706601833574	0.0875098779762901	0.0460330542479397	0.160468223184645	0.0586997091900332	-0.0029148165620958	0.0224406574380635	-0.0219938581329335	0.484765668523174	0.0659246918778479	-0.00815095730960822
Stenotrophobacter	-0.269741141905335	0.202416297778903	0.57299406944594	0.0822454308093995	0.702418533365684	0.865666867333048	0.0194503763381083	-0.0251200611010685	0.515725198395133	0.379454447387918	-0.00943680370963763	0.0311822273425406	-0.0128549441418893	0.409133011920942	0.00757665031404056	0.0659815669434134
Stenotrophomonas	-0.100596665884683	0.639997788866741	0.868013703801197	0.14399632686004	0.5020369096185	0.747689174182422	0.0107859219288803	-0.0341783543470797	0.629142878240635	0.0115274417262034	0.00514912454068054	0.158330333655843	0.120072621549291	0.0541476488041558	-0.405800806817061	0.108941904799915
Steroidobacter	0.038503372675197	0.85823342691586	0.946347224773587	-0.241079199303742	0.256445963866059	0.539569192429593	0.0122307917375837	-0.0326678086379806	0.606935822714846	0.563045715982003	-0.00995284142012258	0.205191065265042	0.169063386413454	0.0262256822116504	1.43192879000725	-0.22511641448849
Streptomyces	-0.0643758155719878	0.765054585266567	0.9087127673692	-0.253861219841553	0.231305851411817	0.519816375753438	0.00425137734534835	-0.0410099236844086	0.762121432740222	1.5425164898235	-0.0114928319240191	0.0373018050403426	-0.00645720382145987	0.365879808365033	2.23791979918787	-0.187990236162066
Streptosporangium	-0.45916568172859	0.0240029134558794	0.256847343591668	-0.213025928188334	0.31758606417323	0.58566606540181	0.111357039456134	0.0709641776132314	0.111026425237851	0.0169421473365016	-0.00129618751377101	0.00520924867466642	-0.0400085127492122	0.737514727744678	0.0112692327171526	-0.00154812021442341
Subgroup_10	-0.490426504224217	0.0149716611886037	0.204070251418577	-0.271164315452983	0.199952553629629	0.49161154424792	0.12401705433085	0.0841996477095248	0.0914714969748567	0.381723052978809	-0.018591044760923	0.0293814591994672	-0.0147375653823751	0.423212389905465	0.419169766439214	-0.0499698346164741
Subgroup_11	0.0340396424487928	0.874533568845067	0.953589065367677	-0.0171665788264612	0.936543632890117	0.979557790042253	0.0155468977284742	-0.029200970556595	0.561574671579772	4.28623014040213e-05	0.000253139570204055	1.46003908059713e-05	-0.0454392814096121	0.985862291040638	0.00262783464626241	-4.28379371094255e-05
Subgroup_12	-0.159448431872085	0.45674581658963	0.800983008103616	-0.0177521606823612	0.934383495566035	0.979557790042253	0.054265544266869	0.0112776144608177	0.273319129027394	0.00636238227991556	-0.000438715074501961	7.71373591367367e-05	-0.0453739018518116	0.967510826984493	0.00180921393389848	9.13399984451161e-05
Subgroup_17	-0.456048781212937	0.0251031895518276	0.256847343591668	-0.0578890111641199	0.788173835569975	0.903977425953921	0.114790534636409	0.0745537407562462	0.105335583483492	0.465708106302314	-0.0224961387423507	1.08315335000319e-05	-0.0454432215786136	0.987822805968946	0.257439764371489	-0.00120672429691762
Subgroup_18	-0.0395214363123372	0.854523395081784	0.946347224773587	0.186141428142422	0.383825360672454	0.635773523057512	0.00234161485573299	-0.0430064935599155	0.822338209249862	0.00468082755077516	0.000228069961465311	0.0405475846965898	-0.00306388872629237	0.34540911610524	-0.0155817912515477	0.00524084110497955
Subgroup_21	0.494662280565464	0.0139979168677762	0.204004696996209	0.309803836424432	0.1406893112192	0.429906830125973	0.257106220471257	0.223338321401769	0.0114426466851377	-0.00958201932869519	0.00131914950053615	0.0665947776906845	0.0241672675857157	0.22341678707503	-0.0129310433621808	0.00370737018574232
